"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.457963333E0,3.979991388E-2,-2.560622911E-1,7.902511954E-3,2.592573620E-1
6.467975333E0,-1.720930584E-2,-3.200268835E-1,7.532383204E-2,3.292218796E-1
6.477988333E0,-5.343792312E-2,-2.995363395E-1,1.386146790E-1,3.343525976E-1
6.488000333E0,-4.745519824E-2,-2.422463438E-1,1.580391294E-1,2.931068975E-1
6.498013333E0,-2.750848185E-2,-1.935999215E-1,2.045350188E-1,2.829703520E-1
6.508025333E0,-2.363663837E-2,-1.583980022E-1,2.222099823E-1,2.739085504E-1
6.518038333E0,-1.070813028E-1,-2.015479687E-1,2.194319701E-1,3.166044513E-1
6.528050333E0,-2.143602414E-1,-2.665157240E-1,1.646102303E-1,3.795753840E-1
6.538063333E0,-3.180382454E-1,-3.037214110E-1,9.492896140E-2,4.498961311E-1
6.548075333E0,-3.315133001E-1,-2.814801376E-1,2.078275859E-2,4.353895486E-1
6.558087333E0,-2.634083309E-1,-1.720916697E-1,-5.810729027E-2,3.199624177E-1
6.568100333E0,-1.419389307E-1,-4.173092030E-2,-1.177857274E-1,1.891073963E-1
6.578112333E0,-2.891820900E-2,3.013442986E-2,-2.059395200E-1,2.101319409E-1
6.588125333E0,-2.608179778E-2,4.813837230E-2,-2.839875698E-1,2.892170515E-1
6.598137333E0,-8.501372818E-2,4.561646819E-2,-3.062993753E-1,3.211347123E-1
6.608150333E0,-7.335949648E-2,-8.430223167E-3,-2.993154609E-1,3.082895223E-1
6.618162333E0,-7.008406900E-2,-4.930357620E-2,-1.861542964E-1,2.049293571E-1
6.628174333E0,-7.994992979E-2,-6.938284166E-2,-6.038127244E-2,1.218682405E-1
6.638187333E0,-1.411523706E-1,-1.313756067E-1,2.788010895E-2,1.948354235E-1
6.648199333E0,-1.534201945E-1,-1.761680561E-1,8.675279975E-2,2.491966860E-1
6.658212333E0,-1.482334949E-1,-1.781087469E-1,9.925590098E-2,2.520865499E-1
6.668224333E0,-1.690112468E-1,-1.721768928E-1,7.203184962E-2,2.517901335E-1
6.678237333E0,-9.256409157E-2,-1.689906719E-1,1.146054268E-2,1.930215073E-1
6.688249333E0,-3.791305393E-2,-1.589053944E-1,-4.166842818E-2,1.685959131E-1
6.698262333E0,-5.933856770E-2,-1.375716088E-1,-7.643187940E-2,1.681928814E-1
6.708274333E0,-5.691310611E-2,-1.138471891E-1,-1.288609385E-1,1.811226811E-1
6.718286333E0,-8.932988696E-2,-8.381084628E-2,-2.458385807E-1,2.746646946E-1
6.728299333E0,-9.387679148E-2,-1.142984480E-3,-3.159963977E-1,3.296481181E-1
6.738311333E0,-8.021005780E-2,8.604163215E-2,-2.917456555E-1,3.145669140E-1
6.748324333E0,-6.586859196E-2,1.359090992E-1,-1.990246028E-1,2.498414440E-1
6.758336333E0,-5.266777173E-2,1.322129280E-1,-1.113157833E-1,1.806802593E-1
6.768349333E0,-7.566410344E-2,8.969446085E-2,-2.365198731E-2,1.197061793E-1
6.778361333E0,-9.813696317E-2,2.365637273E-3,7.557467759E-2,1.238870117E-1
6.788374333E0,-1.295780995E-1,-8.603585802E-2,2.131187314E-1,2.638413281E-1
6.798386333E0,-1.396776662E-1,-1.665283363E-1,3.413382304E-1,4.046644595E-1
6.808398333E0,-1.730974273E-1,-2.722574705E-1,3.617888671E-1,4.847453290E-1
6.818411333E0,-2.566229295E-1,-3.378960476E-1,2.399925345E-1,4.874684436E-1
6.828423333E0,-3.189219790E-1,-3.364309546E-1,2.776901186E-2,4.644008333E-1
6.838436333E0,-3.053289568E-1,-3.131243916E-1,-1.655989945E-1,4.676491029E-1
6.848448333E0,-2.160751567E-1,-2.955253688E-1,-3.003995347E-1,4.735647764E-1
6.858461333E0,-1.171041613E-1,-2.912658915E-1,-3.452383232E-1,4.666248000E-1
6.868473333E0,-6.232006297E-2,-2.568860176E-1,-3.605744004E-1,4.470884863E-1
6.878486333E0,-7.625361241E-2,-1.753143626E-1,-4.212076879E-1,4.625642176E-1
6.888498333E0,-9.079958461E-2,-7.873904452E-2,-5.326860237E-1,5.460758203E-1
6.898510333E0,-6.782108691E-2,-8.593433574E-3,-6.261566895E-1,6.298775649E-1
6.908523333E0,-3.553879201E-2,-8.333744109E-4,-6.003728074E-1,6.014243162E-1
6.918535333E0,2.816859595E-2,-7.084530339E-2,-4.115720612E-1,4.185738744E-1
6.928548333E0,1.703760966E-1,-1.790050520E-1,-1.701650852E-1,3.000449619E-1
6.938560333E0,3.068839507E-1,-2.253744954E-1,2.886010230E-2,3.818433289E-1
6.948573333E0,3.434104836E-1,-1.524423938E-1,1.397689193E-1,4.008800251E-1
6.958585333E0,3.317588831E-1,1.586408079E-2,1.217863923E-1,3.537619976E-1
6.968597333E0,2.448086302E-1,1.808832508E-1,1.172425210E-2,3.046103641E-1
6.978610333E0,1.655862403E-1,2.821139757E-1,-5.230334401E-2,3.312744150E-1
6.988622333E0,1.786485911E-1,2.600605441E-1,-1.027531207E-2,3.156776643E-1
6.998635333E0,2.084768461E-1,1.622630849E-1,8.089038134E-2,2.762881791E-1
7.008647333E0,2.003853960E-1,8.585949138E-2,1.423744386E-1,2.603778792E-1
7.018660333E0,1.533706393E-1,1.252736717E-2,1.424732566E-1,2.097096011E-1
7.028672333E0,1.750784640E-1,-9.085915312E-3,8.802456915E-2,1.961717288E-1
7.038684333E0,1.968509734E-1,6.626576409E-3,1.482853889E-3,1.969680586E-1
7.048697333E0,1.828747393E-1,5.097631842E-2,-2.919982553E-2,1.920791116E-1
7.058709333E0,1.878097893E-1,1.413481792E-1,-1.801877975E-2,2.357466885E-1
7.068722333E0,1.649674221E-1,2.072090236E-1,1.976943612E-3,2.648655095E-1
7.078734333E0,1.059899931E-1,2.326405379E-1,-2.246675670E-2,2.566325265E-1
7.088747333E0,6.160246342E-2,2.056740564E-1,-6.429832220E-2,2.241226343E-1
7.098759333E0,9.344216064E-3,1.527826287E-1,-1.386409914E-1,2.065215982E-1
7.108771333E0,-8.256889768E-2,1.278621610E-1,-2.137794667E-1,2.624271623E-1
7.118784333E0,-1.434645789E-1,1.127649426E-1,-2.425249636E-1,3.035067967E-1
7.128796333E0,-1.727779866E-1,9.890499495E-2,-2.214603692E-1,2.977904059E-1
7.138809333E0,-2.148851021E-1,3.582647502E-2,-1.895304787E-1,2.887575900E-1
7.148821333E0,-2.692115828E-1,-2.192428127E-2,-1.508774596E-1,3.093857757E-1
7.158834333E0,-3.103609975E-1,-7.416769132E-2,-1.463055217E-1,3.510414518E-1
7.168846917E0,-3.039315453E-1,-1.097869556E-1,-1.680799681E-1,3.642505121E-1
7.178858917E0,-2.822361825E-1,-1.262448943E-1,-1.825056338E-1,3.590311163E-1
7.188871917E0,-2.108230780E-1,-1.396043933E-1,-1.705059779E-1,3.049722042E-1
7.198883917E0,-1.544852282E-1,-1.677132015E-1,-1.575520563E-1,2.771570929E-1
7.208896917E0,-1.412177863E-1,-1.909655316E-1,-1.635296649E-1,2.883613163E-1
7.218908917E0,-1.688591096E-1,-2.321408933E-1,-1.657866901E-1,3.314936197E-1
7.228921917E0,-1.638677801E-1,-2.349189055E-1,-8.971090615E-2,3.001459448E-1
7.238933917E0,-6.434298031E-2,-2.262673652E-1,-5.151689351E-2,2.408130603E-1
7.248945917E0,4.948133156E-3,-1.648756939E-1,-4.024697006E-2,1.697889780E-1
7.258958917E0,3.632253818E-2,-6.412327118E-2,-8.758953631E-2,1.144685440E-1
7.268970917E0,7.782834068E-2,5.182197198E-2,-1.081284660E-1,1.429494056E-1
7.278983917E0,1.365795556E-1,1.139566051E-1,-1.323254138E-1,2.216982138E-1
7.288995917E0,1.889780265E-1,1.402310687E-1,-1.511271358E-1,2.796727700E-1
7.299008917E0,1.785041283E-1,1.567243829E-1,-1.362114733E-1,2.738244356E-1
7.309020917E0,1.762096444E-1,1.815050291E-1,-6.883049905E-2,2.621670306E-1
7.319032917E0,2.184371395E-1,1.963353952E-1,3.707953334E-2,2.960359152E-1
7.329045917E0,2.626055082E-1,2.216400980E-1,8.711942017E-2,3.545077987E-1
7.339057917E0,2.609874009E-1,2.455665390E-1,5.992577434E-2,3.633296670E-1
7.349070917E0,2.064246196E-1,2.557324351E-1,-2.149436474E-2,3.293511950E-1
7.359082917E0,1.295839833E-1,2.669536074E-1,-1.259086794E-1,3.223495506E-1
7.369095917E0,1.019630887E-1,2.472981188E-1,-2.052717680E-1,3.371784836E-1
7.379107917E0,8.785295337E-2,2.527817839E-1,-2.389476371E-1,3.587655849E-1
7.389119917E0,4.901940152E-2,2.569577922E-1,-1.884031355E-1,3.223754801E-1
7.399132917E0,3.465089232E-2,2.328257485E-1,-1.108801657E-1,2.601978567E-1
7.409144917E0,1.385717019E-3,1.747479866E-1,-5.466094136E-2,1.831026968E-1
7.419157917E0,-6.901198201E-2,1.100468644E-1,-4.956216931E-2,1.390301214E-1
7.429169917E0,-1.569716105E-1,4.488980547E-2,-4.163159072E-2,1.684884877E-1
7.439182917E0,-1.973395814E-1,-1.350575253E-2,-3.066279888E-3,1.978249676E-1
7.449194917E0,-1.872730880E-1,-5.322837353E-2,6.758913517E-2,2.060892051E-1
7.459206917E0,-2.119572551E-1,-8.766313814E-2,9.382208347E-2,2.478170436E-1
7.469219917E0,-3.156841564E-1,-1.144216049E-1,5.287403226E-2,3.399183043E-1
7.479231917E0,-4.659252197E-1,-1.274138989E-1,-6.861239791E-2,4.878814130E-1
7.489244917E0,-5.637216922E-1,-1.187057868E-1,-1.886504728E-1,6.061866140E-1
7.499256917E0,-6.246678422E-1,-1.454080472E-1,-2.934156203E-1,7.052986173E-1
7.509269917E0,-6.101220162E-1,-1.516713654E-1,-3.520304489E-1,7.205404324E-1
7.519281917E0,-5.589149155E-1,-1.695210144E-1,-3.243140620E-1,6.680590303E-1
7.529293917E0,-4.689592668E-1,-1.545030257E-1,-2.110798073E-1,5.369810648E-1
7.539306917E0,-4.283645336E-1,-1.704614659E-1,-7.006075323E-2,4.663279899E-1
7.549318917E0,-4.189239481E-1,-2.021445309E-1,-2.916591167E-3,4.651539446E-1
7.559331917E0,-3.936431458E-1,-2.518418439E-1,-4.322261810E-2,4.693052688E-1
7.569343917E0,-3.452806790E-1,-2.244471270E-1,-8.723987281E-2,4.209584962E-1
7.579356917E0,-2.383897396E-1,-1.502199402E-1,-1.145826226E-1,3.041790194E-1
7.589368917E0,-9.435801733E-2,-3.496722668E-2,-8.889521956E-2,1.342702589E-1
7.599380917E0,3.751050968E-2,2.877604857E-2,-4.644677281E-2,6.627519907E-2
7.609393917E0,1.049385175E-1,6.605234072E-2,-3.397933960E-2,1.285674908E-1
7.619405917E0,1.363702253E-1,9.959533185E-2,-6.499297142E-2,1.809424074E-1
7.629418917E0,1.660401669E-1,1.055764487E-1,-6.010177553E-2,2.057375682E-1
7.639430917E0,1.844385771E-1,1.255625973E-1,-3.405359924E-2,2.257060083E-1
7.649442917E0,2.068205127E-1,1.185767095E-1,3.779347837E-2,2.413783493E-1
7.659455917E0,2.654031450E-1,8.878529191E-2,4.949960411E-2,2.842039202E-1
7.669467917E0,3.027229989E-1,5.386593930E-2,2.878876626E-2,3.088228401E-1
7.679480917E0,2.777168330E-1,4.539836705E-2,-6.268215179E-3,2.814728079E-1
7.689492917E0,2.760221272E-1,3.134005263E-2,-1.813689351E-2,2.783870696E-1
7.699505917E0,3.094396225E-1,4.813581415E-2,-3.680939198E-2,3.153170910E-1
7.709517917E0,3.048729836E-1,4.206326142E-2,-8.833096325E-2,3.201862164E-1
7.719529917E0,2.920554483E-1,5.967361316E-2,-6.171209872E-2,3.044104271E-1
7.729542917E0,2.963287032E-1,6.373793967E-2,-7.480927706E-3,3.031982677E-1
7.739554917E0,2.730083261E-1,3.653311104E-2,3.264149666E-2,2.773692153E-1
7.749567917E0,1.872247754E-1,-7.668623328E-3,2.948575437E-2,1.896874641E-1
7.759579917E0,1.287928185E-1,-5.574954674E-2,-2.719130695E-2,1.429509329E-1
7.769591917E0,1.303794970E-1,-7.367535576E-2,-6.665124178E-2,1.639184532E-1
7.779604917E0,1.296938744E-1,-5.959657609E-2,-1.291778576E-1,1.925075891E-1
7.789616917E0,1.579872353E-1,-4.888009161E-2,-1.829506069E-1,2.466174253E-1
7.799629917E0,1.909074249E-1,-1.791996181E-2,-2.384570557E-1,3.059878058E-1
7.809641917E0,1.406066792E-1,-8.029396534E-3,-2.154774982E-1,2.574203987E-1
7.819654917E0,1.051510638E-1,1.775412016E-2,-1.200877762E-1,1.606020828E-1
7.829666917E0,9.707229484E-2,1.276564121E-2,-4.309222519E-2,1.069716406E-1
7.839678917E0,1.170993374E-1,-6.370979995E-3,-1.562551439E-2,1.183089215E-1
7.849691917E0,7.135145299E-2,1.739882872E-2,2.938810587E-2,7.910379164E-2
7.859703917E0,9.674181752E-3,4.158108540E-2,1.084564948E-1,1.165563714E-1
7.869716917E0,-2.227569893E-2,5.055648834E-3,1.284937334E-1,1.305082598E-1
7.879728917E0,-2.191850714E-2,-2.811560556E-2,1.240340620E-1,1.290556344E-1
7.889740917E0,-3.264756314E-2,-2.897324592E-2,9.393961251E-2,1.035855355E-1
7.899753917E0,-3.807385236E-2,4.291929379E-3,1.046949810E-1,1.114857746E-1
7.909765917E0,-6.667616554E-3,2.306068763E-3,4.686952651E-2,4.739754823E-2
7.919778917E0,1.444233030E-2,8.489499316E-3,-2.954130292E-2,3.396087574E-2
7.929790917E0,-1.618132878E-2,-1.317158416E-2,-7.211312592E-2,7.507082629E-2
7.939803917E0,-3.836650550E-2,-4.354553059E-2,-8.243170738E-2,1.008126399E-1
7.949815917E0,-3.050331607E-2,-9.125464417E-2,-8.309419692E-2,1.271318526E-1
7.959827917E0,2.771821417E-2,-1.279052112E-1,-9.012664318E-2,1.589051738E-1
7.969840917E0,3.052922655E-2,-1.176466367E-1,-7.137403786E-2,1.409504100E-1
7.979852917E0,-2.308626920E-3,-1.142380024E-1,-6.710966349E-2,1.325117273E-1
7.989865917E0,-3.269240398E-2,-1.243222567E-1,-9.820924938E-2,1.617710526E-1
7.999877917E0,-3.429896303E-2,-1.412803515E-1,-1.526170063E-1,2.107807088E-1
8.009889917E0,2.903939255E-2,-1.297231105E-1,-1.712696242E-1,2.168055717E-1
8.019902917E0,1.397173177E-1,-8.260653913E-2,-1.572626191E-1,2.260006649E-1
8.029914917E0,2.171684764E-1,-4.635248646E-2,-1.153158635E-1,2.502168030E-1
8.039927917E0,2.590728032E-1,7.474715039E-3,-6.509120464E-2,2.672292155E-1
8.049939917E0,2.471813207E-1,4.227792732E-2,-2.012026906E-2,2.515767352E-1
8.059952917E0,1.938532522E-1,6.522583678E-2,-2.839992642E-3,2.045520929E-1
8.069964917E0,1.446829925E-1,6.843544655E-2,-4.551589608E-2,1.663979430E-1
8.079976917E0,1.013678422E-1,8.453919008E-2,-1.268839949E-1,1.830897656E-1
8.089989917E0,1.099781961E-1,1.030460662E-1,-2.143752980E-1,2.620504985E-1
8.100001917E0,1.561715287E-1,1.152041817E-1,-1.988293058E-1,2.778392389E-1
8.110014917E0,1.943205909E-1,9.458529130E-2,-8.570848703E-2,2.324926109E-1
8.120026917E0,2.284080309E-1,4.837050676E-2,3.511662304E-2,2.360997918E-1
8.130038917E0,1.957623681E-1,2.207404308E-2,1.316839743E-1,2.369616788E-1
8.140051917E0,1.159602997E-1,-1.832648948E-2,1.233136851E-1,1.702613176E-1
8.150063917E0,-1.446509790E-2,-6.778092384E-2,9.034357488E-2,1.138659485E-1
8.160076917E0,-1.167794947E-1,-1.089404981E-1,5.859787166E-2,1.701152346E-1
8.170088792E0,-1.236899534E-1,-1.400911009E-1,2.075761557E-3,1.868930976E-1
8.180101792E0,-9.907514893E-2,-1.308448988E-1,-9.237138927E-2,1.883314797E-1
8.190113792E0,-6.728782084E-2,-1.099351095E-1,-1.612024730E-1,2.063967452E-1
8.200125792E0,-3.770672031E-2,-4.233544931E-2,-1.776974684E-1,1.865220558E-1
8.210138792E0,-2.355335210E-2,-1.491069227E-2,-1.386836761E-1,1.414575949E-1
8.220150792E0,-7.096962981E-2,-4.786866948E-2,-7.585709810E-2,1.143783074E-1
8.230163792E0,-1.273275793E-1,-1.134258972E-1,-4.769632280E-2,1.770668965E-1
8.240175792E0,-1.193978047E-1,-1.533208649E-1,1.326090038E-2,1.947792978E-1
8.250187792E0,-1.387024603E-1,-1.402093609E-1,9.136157513E-2,2.173567914E-1
8.260200792E0,-6.911328502E-2,-9.336044580E-2,9.962719917E-2,1.530307088E-1
8.270212792E0,-6.937582500E-2,-2.037264951E-2,1.180962145E-1,1.384729787E-1
8.280225792E0,8.119359601E-2,7.024662159E-2,1.607984304E-2,1.085612695E-1
8.290237792E0,1.512871302E-1,1.488581968E-1,-7.419239581E-2,2.248356513E-1
8.300250792E0,1.064182285E-1,1.994613898E-1,-3.636617303E-2,2.289807501E-1
8.310262792E0,4.053881921E-2,1.449505757E-1,4.634210765E-2,1.574854158E-1
8.320274792E0,3.141197339E-3,5.668437034E-2,-1.695166290E-2,5.924815471E-2
8.330287792E0,1.100416750E-2,-1.421121910E-2,-1.284592348E-1,1.297105449E-1
8.340299792E0,1.104498837E-2,-3.802276231E-2,-1.626560909E-1,1.674058724E-1
8.350312792E0,3.276056059E-2,-7.077118993E-2,-1.145925629E-1,1.386119444E-1
8.360324792E0,-1.467596311E-2,-1.091040739E-1,-9.832151592E-2,1.476015018E-1
8.370336792E0,-1.048894740E-1,-1.857657489E-1,-1.314886773E-1,2.505992567E-1
8.380349792E0,-8.716941386E-2,-2.404537337E-1,-1.329814714E-1,2.882717060E-1
8.390361792E0,-1.394290499E-2,-2.303807352E-1,-1.781143749E-1,2.915380221E-1
8.400374792E0,4.324023284E-2,-1.491797206E-1,-2.402433801E-1,2.860789899E-1
8.410386792E0,3.699069221E-2,-4.823828660E-2,-1.968704885E-1,2.060418231E-1
8.420398792E0,-1.327391043E-2,-2.060310289E-2,-7.003210187E-2,7.419689912E-2
8.430411792E0,-6.016525436E-2,-5.330080591E-2,2.078275859E-2,8.302262823E-2
8.440423792E0,-5.910939340E-2,-1.404829375E-1,1.509575665E-2,1.531576246E-1
8.450436792E0,-4.754206594E-2,-1.457840963E-1,-1.024291849E-1,1.844044161E-1
8.460448792E0,-6.116395880E-2,-1.143384283E-1,-2.290114635E-1,2.631740042E-1
8.470461792E0,-8.053311646E-2,-3.695162550E-2,-2.421320307E-1,2.578350748E-1
8.480473792E0,-7.166230559E-2,2.807906047E-2,-1.303905702E-1,1.514120882E-1
8.490485792E0,-8.540655144E-2,1.484907724E-2,-7.895202935E-2,1.172527060E-1
8.500498792E0,-6.916174382E-2,-4.410890982E-2,-1.254660451E-1,1.499022055E-1
8.510510792E0,-3.815794263E-2,-5.658679493E-2,-2.056132454E-1,2.166446413E-1
8.520523792E0,-4.950179681E-2,-3.028843090E-2,-2.505917823E-1,2.572237514E-1
8.530535792E0,-8.647991750E-2,-5.559240282E-3,-1.737564451E-1,1.941674110E-1
8.540547792E0,-4.648130793E-2,7.118985057E-4,-3.556218088E-2,5.852937293E-2
8.550560792E0,9.931126680E-2,1.084073782E-3,2.764388144E-2,1.030926142E-1
8.560572792E0,1.794721714E-1,-6.808205545E-3,-3.539319634E-3,1.796361288E-1
8.570585792E0,1.721714842E-1,-5.651626289E-3,-4.580942631E-2,1.782511273E-1
8.580597792E0,8.096844167E-2,-5.380096212E-3,-6.462284267E-2,1.037349786E-1
8.590609792E0,-6.169441089E-2,-1.797068641E-3,-8.557692468E-2,1.055122734E-1
8.600622792E0,-9.733699098E-2,-6.071456373E-3,-1.083816504E-1,1.458010101E-1
8.610634792E0,-8.484576691E-2,-4.762103990E-2,-6.491520345E-2,1.169638886E-1
8.620647792E0,1.338025667E-3,1.240267530E-3,-2.014272237E-1,2.014354860E-1
8.630659792E0,6.174725510E-2,9.326594017E-2,-2.699846578E-1,2.922378732E-1
8.640672792E0,6.230281368E-3,9.061276607E-2,-2.695051861E-1,2.843985498E-1
8.650684792E0,-5.615315080E-2,6.748132713E-2,-2.401445621E-1,2.556879281E-1
8.660696792E0,-5.904953253E-2,5.613290481E-2,-3.011316061E-1,3.119583217E-1
8.670709792E0,-5.040241420E-2,4.327516995E-2,-3.248432350E-1,3.315663901E-1
8.680721792E0,-5.627937756E-2,2.494334489E-2,-3.056936038E-1,3.118302714E-1
8.690734792E0,-8.613953646E-2,1.288192771E-2,-1.916857624E-1,2.105454709E-1
8.700746792E0,-1.219646593E-1,7.957475781E-3,7.789309859E-2,1.449345865E-1
8.710758792E0,-9.508544751E-2,-9.070719860E-2,3.086014241E-1,3.354159763E-1
8.720771792E0,-7.925396495E-2,-1.729167118E-1,3.323756182E-1,3.829555219E-1
8.730783792E0,-1.330137773E-1,-1.639731762E-1,2.431453532E-1,3.220241144E-1
8.740796792E0,-1.416851981E-1,-8.920424491E-2,9.370513916E-2,1.918664790E-1
8.750808792E0,-1.415010474E-1,-1.346350640E-2,-1.246158600E-2,1.426853305E-1
8.760820792E0,-1.054980595E-1,2.748001322E-2,9.961316586E-3,1.094724601E-1
8.770833792E0,-1.209624831E-1,-1.164692268E-2,9.172410250E-2,1.522526982E-1
8.780845792E0,-1.465350249E-1,-9.504312828E-2,1.289819759E-1,2.171222234E-1
8.790858792E0,-1.486480260E-1,-1.138580064E-1,4.546210170E-2,1.926828585E-1
8.800870792E0,-1.350312129E-1,-9.773262821E-2,-1.027864498E-1,1.958319415E-1
8.810883792E0,-1.028386362E-1,-6.920859464E-2,-1.721683413E-1,2.121498348E-1
8.820895792E0,-6.726052165E-3,-2.433910824E-2,-1.136359584E-1,1.164077447E-1
8.830907792E0,6.388053864E-2,-3.763998896E-3,2.769826055E-3,6.405125168E-2
8.840920792E0,8.617224433E-2,3.091759130E-2,8.361810744E-2,1.239900844E-1
8.850932792E0,6.565589949E-2,3.998326063E-3,8.098744512E-2,1.043343185E-1
8.860945792E0,7.619671170E-2,1.815151155E-2,5.504861176E-2,9.573800657E-2
8.870957792E0,5.493195981E-2,3.127317511E-2,2.893728554E-2,6.951904907E-2
8.880969792E0,-2.227354277E-2,2.945615284E-2,-4.649705887E-2,5.937804418E-2
8.890982792E0,-7.446429133E-2,6.679807998E-2,-1.279066730E-1,1.623792818E-1
8.900994792E0,-9.364849426E-2,4.952964418E-2,-2.302744621E-1,2.534749574E-1
8.911007792E0,-6.858232129E-2,1.222974390E-2,-2.854879653E-1,2.938647304E-1
8.921019792E0,-1.695191871E-2,2.685370333E-2,-2.873742771E-1,2.891236138E-1
8.931031792E0,1.261902228E-4,2.493011557E-2,-1.579134142E-1,1.598692371E-1
8.941044792E0,-4.146344673E-2,-2.546900958E-3,3.359342337E-2,5.342492127E-2
8.951056792E0,-6.808205545E-2,-6.047965184E-2,1.226383317E-1,1.527518083E-1
8.961069792E0,-9.655704550E-2,-9.123220548E-2,7.582786202E-2,1.529589586E-1
8.971081792E0,-8.907443672E-2,-8.481576338E-2,4.671340585E-3,1.230844849E-1
8.981093792E0,-7.737817816E-2,-6.019920476E-2,-5.162565172E-2,1.107995245E-1
8.991106792E0,-9.635115042E-2,-2.051663719E-2,-4.987382591E-2,1.104168244E-1
9.001118792E0,-6.751673933E-2,1.434080802E-2,-9.084818959E-3,6.961826485E-2
9.011131792E0,-8.101529248E-2,3.558542356E-2,1.157280922E-2,8.923973274E-2
9.021143792E0,-9.005340680E-2,1.780901089E-2,2.887588978E-2,9.623197991E-2
9.031155792E0,-8.849735308E-2,-9.399472252E-3,4.196546674E-3,8.909400982E-2
9.041168792E0,-9.073647123E-2,-2.498120561E-2,-5.468257606E-2,1.088455418E-1
9.051180792E0,-5.475318119E-2,-2.694338500E-2,-1.497647345E-1,1.617199201E-1
9.061193792E0,-1.430915996E-2,-6.789129004E-3,-2.275894207E-1,2.281398447E-1
9.071205792E0,9.819887057E-3,2.963251948E-2,-2.442849755E-1,2.462715283E-1
9.081218792E0,1.106238384E-2,5.313079812E-2,-2.527043813E-1,2.584661726E-1
9.091230792E0,-1.352292873E-2,3.249071158E-2,-1.830219430E-1,1.863747503E-1
9.101242792E0,-4.629609738E-2,1.921278119E-2,-1.006416911E-1,1.124331338E-1
9.111255792E0,-5.114095408E-2,-1.687813416E-2,1.378364146E-2,5.559008337E-2
9.121267792E0,-5.601676449E-2,-4.725558892E-2,9.870333910E-2,1.229362344E-1
9.131280792E0,-5.105949506E-2,-1.628142580E-2,1.010387170E-1,1.143721085E-1
9.141292792E0,-3.369114496E-2,-2.656974792E-3,4.386522710E-2,5.537428024E-2
9.151304792E0,-7.164966099E-2,2.359512314E-2,-6.754235744E-2,1.012540064E-1
9.161317792E0,-9.884586498E-2,4.534223378E-2,-1.423013484E-1,1.790980094E-1
9.171330208E0,-7.865148246E-2,5.978778005E-2,-1.582104528E-1,1.865239441E-1
9.181343208E0,-6.901454017E-2,5.899285108E-2,-1.341433132E-1,1.619802201E-1
9.191355208E0,-3.434866436E-2,7.568475142E-2,-1.070853227E-1,1.355554451E-1
9.201367208E0,-1.777451232E-2,7.061097622E-2,-1.354700464E-1,1.537984939E-1
9.211380208E0,-2.876720466E-2,5.905570865E-2,-1.643827736E-1,1.770221033E-1
9.221392208E0,-7.617314011E-2,6.551980555E-2,-1.883008093E-1,2.134300517E-1
9.231405208E0,-1.344673220E-1,5.017510369E-2,-1.516013449E-1,2.087629505E-1
9.241417208E0,-1.367651316E-1,-5.936531872E-3,-6.697283864E-2,1.523985064E-1
9.251429208E0,-8.530510224E-2,-6.834634960E-2,3.376650095E-2,1.144043730E-1
9.261442208E0,-5.154664122E-2,-8.018140644E-2,9.863434196E-2,1.371672248E-1
9.271454208E0,-3.824404288E-2,-7.977180898E-2,1.095253658E-1,1.407904616E-1
9.281467208E0,-6.198121682E-2,-4.413200632E-2,4.228589416E-2,8.704827433E-2
9.291479208E0,-7.414247520E-2,1.167791292E-2,-7.383630037E-2,1.052866541E-1
9.301491208E0,-1.068444905E-1,8.179172963E-2,-1.896865994E-1,2.325653417E-1
9.311504208E0,-1.025516475E-1,1.304616138E-1,-2.558332264E-1,3.049388674E-1
9.321516208E0,-7.019019596E-2,1.275966243E-1,-2.462426233E-1,2.860821415E-1
9.331529208E0,-1.085184753E-2,7.513745204E-2,-1.262302762E-1,1.473006515E-1
9.341541208E0,5.960286185E-3,9.789993167E-3,-1.445022404E-2,1.844391370E-2
9.351553208E0,-3.482711278E-3,-3.922911599E-2,5.377450347E-2,6.665395744E-2
9.361566208E0,-1.584412716E-3,-3.563600197E-2,7.147402525E-2,7.988098200E-2
9.371578208E0,-3.927081395E-2,-4.441778898E-2,1.616989017E-2,6.145406540E-2
9.381591208E0,-2.437411845E-2,-4.277822971E-2,-5.731616199E-2,7.555936085E-2
9.391603208E0,1.270694979E-2,-3.513445705E-2,-1.248702139E-1,1.303398134E-1
9.401616208E0,1.954749774E-2,-4.354129136E-3,-1.784464967E-1,1.795667433E-1
9.411628208E0,6.485548876E-3,1.152252316E-2,-2.333062434E-1,2.336806241E-1
9.421640208E0,-1.718540534E-2,2.340523481E-2,-3.069238579E-1,3.082943362E-1
9.431653208E0,-5.412197426E-2,1.266682327E-2,-3.392917049E-1,3.438146267E-1
9.441665208E0,-4.573670156E-2,1.123030856E-2,-3.029594457E-1,3.065980943E-1
9.451677208E0,5.191669688E-3,2.958223343E-2,-2.180339009E-1,2.200928075E-1
9.461690208E0,6.303356946E-2,4.796368673E-2,-1.129915953E-1,1.379885746E-1
9.471702208E0,9.980034985E-2,3.907752693E-2,-3.828405976E-2,1.138105099E-1
9.481715208E0,7.318133913E-2,5.090147406E-2,-1.698089898E-2,9.074590563E-2
