"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.793676292E1,2.462986104E-2,2.138326764E-3,-9.611360729E-2,9.924226923E-2
3.794677492E1,1.880837314E-2,1.977952257E-2,-2.112774432E-2,3.451617002E-2
3.795678792E1,-1.534937963E-2,2.045480289E-2,5.259979784E-2,5.848710242E-2
3.796679992E1,-2.561259527E-2,-1.147633016E-2,9.732222676E-2,1.012883360E-1
3.797681192E1,-3.374972675E-2,-4.104087576E-2,4.497795224E-2,6.961618868E-2
3.798682492E1,-2.478667606E-2,-4.453239441E-3,-5.599293709E-2,6.139559964E-2
3.799683692E1,-2.886638805E-2,1.506337769E-2,-1.335387111E-1,1.374509406E-1
3.800684892E1,-2.245681643E-2,2.649490356E-2,-1.749896228E-1,1.784030735E-1
3.801686192E1,-2.680758342E-2,1.653022483E-2,-1.871606022E-1,1.897919542E-1
3.802687392E1,-4.465577066E-2,-6.886046603E-3,-1.558318055E-1,1.622501374E-1
3.803688592E1,-3.310474232E-2,-3.235001296E-2,-1.333159322E-1,1.411225888E-1
3.804689792E1,-4.929926388E-2,-6.941507444E-2,-1.502564853E-1,1.727017121E-1
3.805691092E1,-5.724113490E-2,-6.352312759E-2,-1.244831282E-1,1.510224635E-1
3.806692292E1,-3.526236489E-2,-2.637869015E-2,-7.479816735E-2,8.679882206E-2
3.807693492E1,-4.141772881E-2,-6.391883790E-3,-5.415164888E-2,6.847397692E-2
3.808694792E1,-3.135437831E-2,-1.392273210E-2,-2.582715154E-2,4.294160296E-2
3.809695992E1,-7.153337449E-4,-3.380662747E-2,2.573301136E-2,4.249220678E-2
3.810697192E1,-2.811308395E-2,-3.891468197E-2,8.662766933E-2,9.904065355E-2
3.811698492E1,-3.985809367E-2,-5.301473089E-2,1.237598276E-1,1.404126926E-1
3.812699692E1,-6.020059347E-2,-6.875675105E-2,9.876064181E-2,1.345558124E-1
3.813700892E1,-2.492697269E-2,-6.466823168E-2,4.053348362E-2,8.028883765E-2
3.814702092E1,2.063924599E-2,-9.946186915E-3,-1.601903200E-2,2.795558076E-2
3.815703392E1,5.128965609E-2,3.855288550E-2,-4.051477253E-2,7.588412611E-2
3.816704592E1,7.170879096E-2,7.623592459E-2,-8.638033211E-2,1.357041955E-1
3.817705792E1,6.108703136E-2,9.041863851E-2,-1.220343143E-1,1.637056183E-1
3.818707092E1,5.653106365E-2,5.782223850E-2,-1.428597575E-1,1.641587121E-1
3.819708279E1,6.414962020E-2,3.014568575E-2,-1.798749715E-1,1.933363430E-1
3.820709479E1,7.450456403E-2,4.452238105E-2,-2.017131525E-1,2.195936438E-1
3.821710679E1,6.163937397E-2,3.007632315E-2,-1.819010317E-1,1.944016023E-1
3.822711979E1,4.684423730E-2,7.097204179E-3,-1.395525724E-1,1.473759591E-1
3.823713179E1,5.314139619E-2,-2.797110625E-2,-7.909996390E-2,9.931361973E-2
3.824714379E1,3.286683373E-2,-4.698457047E-2,-2.336605847E-2,6.191729411E-2
3.825715679E1,-9.211813174E-3,-2.175354257E-2,-8.517639041E-3,2.511223390E-2
3.826716879E1,-2.477355637E-2,-2.410690069E-2,-2.154465079E-2,4.073136057E-2
3.827718079E1,-2.082277548E-2,-2.768612757E-2,-4.722152889E-2,5.856605185E-2
3.828719379E1,-2.178157266E-2,-1.527219638E-2,-9.011144042E-2,9.395609924E-2
3.829720579E1,-3.178071342E-2,-1.660375357E-2,-8.980036855E-2,9.669438748E-2
3.830721779E1,9.551426768E-4,-1.118258066E-2,-5.723430097E-2,5.832433125E-2
3.831722979E1,2.441453733E-2,-2.308590375E-2,-2.804324627E-2,4.376587993E-2
3.832724279E1,-1.031602331E-2,-2.877824128E-2,-6.207754970E-2,6.919703523E-2
3.833725479E1,-2.995718613E-2,-1.858047791E-2,-8.784330547E-2,9.465259360E-2
3.834726679E1,-3.432797983E-2,-1.938783221E-2,-1.238586456E-1,1.299817769E-1
3.835727979E1,-5.127507459E-2,-1.053054303E-2,-1.680337751E-1,1.759982249E-1
3.836729179E1,-4.768309347E-2,-1.839292847E-2,-2.016915178E-1,2.080659645E-1
3.837730379E1,-3.370371647E-2,-3.208557263E-2,-2.008343160E-1,2.061549101E-1
3.838731679E1,2.584980950E-2,-3.320253700E-2,-1.682115304E-1,1.733947522E-1
3.839732879E1,6.019478280E-2,-1.831406415E-2,-1.273494333E-1,1.420446936E-1
3.840734079E1,4.006819144E-2,-1.266316876E-2,-9.242693782E-2,1.015310526E-1
3.841735279E1,-3.052498732E-2,-5.861833692E-5,-4.640642703E-2,5.554578972E-2
3.842736579E1,-8.512445983E-2,-3.591367163E-2,-7.345272303E-3,9.268181319E-2
3.843737779E1,-6.465419836E-2,-5.895023949E-2,1.202479899E-2,8.831699663E-2
3.844738979E1,6.406538375E-3,-4.900171369E-2,6.633841574E-2,8.272240979E-2
3.845740279E1,6.154735342E-2,3.087709934E-2,7.832053006E-2,1.042860365E-1
3.846741479E1,2.552996680E-2,2.496629521E-2,5.954044282E-2,6.942736804E-2
3.847742679E1,-4.599639103E-3,9.135251194E-3,3.261343002E-2,3.417960374E-2
3.848743979E1,-1.891259976E-2,-6.744171225E-2,-4.731566906E-3,7.020298217E-2
3.849745179E1,-6.382382065E-2,-1.193947349E-1,-6.062919438E-2,1.483390779E-1
3.850746379E1,-7.229939628E-2,-9.842252657E-2,-1.212320763E-1,1.720796698E-1
3.851747579E1,-1.486914050E-2,-2.748264447E-2,-1.886984199E-1,1.912680861E-1
3.852748879E1,2.060778067E-3,2.025994442E-2,-2.997212577E-1,3.004122908E-1
3.853750079E1,-1.391334001E-2,4.668694720E-2,-4.033818662E-1,4.063129115E-1
3.854751279E1,-3.027596902E-2,6.026769027E-2,-3.661222386E-1,3.722825841E-1
3.855752579E1,-2.247399263E-2,3.274148405E-2,-1.936860949E-1,1.977154229E-1
3.856753779E1,-2.041738071E-2,-2.601031557E-2,1.462564051E-2,3.615681556E-2
3.857754979E1,2.457252178E-2,-5.989741534E-2,1.672806537E-1,1.793720332E-1
3.858756179E1,3.737642571E-2,-5.205132902E-2,2.060231352E-1,2.157588243E-1
3.859757479E1,-1.944528110E-2,-1.196428031E-2,1.303396994E-1,1.323242238E-1
3.860758679E1,-4.316162433E-2,4.557831511E-3,3.682985723E-2,5.692221031E-2
3.861759879E1,-3.203221679E-2,-6.242706701E-3,-1.425726593E-2,3.561325499E-2
3.862761179E1,6.444435641E-3,1.477006674E-3,-6.483743548E-2,6.517365526E-2
3.863762379E1,1.158256676E-2,-3.416235745E-3,-1.265471953E-1,1.271220640E-1
3.864763579E1,1.573562477E-2,-7.463239878E-3,-1.473825788E-1,1.484079997E-1
3.865764879E1,1.843035065E-2,-1.296386182E-2,-1.401466495E-1,1.419465494E-1
3.866766079E1,1.411949091E-2,-2.160948180E-2,-1.243001103E-1,1.269521451E-1
3.867767279E1,-1.030710630E-2,-7.101516500E-3,-1.517258906E-1,1.522413014E-1
3.868768479E1,1.732365545E-2,1.103661954E-4,-1.675864631E-1,1.684795057E-1
3.869769779E1,1.768464793E-2,8.768484592E-3,-1.584326470E-1,1.596575608E-1
3.870770979E1,1.166183308E-2,7.603499964E-3,-1.021643060E-1,1.031084720E-1
3.871772179E1,5.509319678E-3,-8.701241612E-3,-3.735084414E-2,3.874467405E-2
3.872773479E1,2.866597474E-3,-6.417684630E-3,1.106994867E-2,1.311288758E-2
3.873774679E1,2.350273713E-2,-9.892319441E-3,2.128737330E-2,3.321729819E-2
3.874775879E1,-2.609809689E-2,1.152135372E-2,-2.422209084E-2,3.742408232E-2
3.875777079E1,-3.582453813E-2,1.851111531E-2,-8.582893968E-2,9.482966734E-2
3.876778379E1,-6.216430776E-2,-5.657838956E-3,-1.333130085E-1,1.472031608E-1
3.877779579E1,-5.633163705E-2,-2.034728721E-2,-1.533631110E-1,1.646435825E-1
3.878780779E1,-3.386714615E-2,-2.809228979E-2,-1.457009196E-1,1.522002573E-1
3.879782079E1,-1.232556514E-3,-4.277735263E-2,-1.248895097E-1,1.320182212E-1
3.880783279E1,1.671101343E-2,-4.928683855E-2,-1.118853021E-1,1.233968040E-1
3.881784479E1,1.988104485E-2,-3.720685646E-2,-6.136243522E-2,7.446445171E-2
3.882785779E1,2.998656839E-2,-2.067231931E-2,-7.542264998E-2,8.375628454E-2
3.883786979E1,-6.226553768E-4,-1.660609245E-4,-9.909978032E-2,9.910187554E-2
3.884788179E1,-2.673639357E-4,2.927839749E-2,-1.051838082E-1,1.091830094E-1
3.885789379E1,8.379571661E-3,4.465306632E-2,-8.672824144E-2,9.790761675E-2
3.886790679E1,2.954254545E-2,4.300875619E-2,-5.255769789E-2,7.405961591E-2
3.887791879E1,3.269470632E-2,5.006919600E-2,-4.834419429E-2,7.689622443E-2
3.888793079E1,7.685324438E-3,2.634492248E-2,-4.698413193E-2,5.441165138E-2
3.889794379E1,-6.543542292E-2,-1.858771384E-2,-6.988592148E-2,9.752609753E-2
3.890795579E1,-1.146175963E-1,-7.595233463E-2,-7.494902551E-2,1.565991920E-1
3.891796779E1,-9.658456396E-2,-8.620411165E-2,-2.143121481E-2,1.312212781E-1
3.892797979E1,-8.817820475E-2,-7.670041278E-2,2.017464817E-2,1.185974938E-1
3.893799279E1,-2.482479259E-2,-2.053483665E-2,5.608707726E-2,6.468160542E-2
3.894800479E1,-6.331328563E-3,7.143835723E-3,3.250525653E-2,3.387789563E-2
3.895801679E1,-6.000346921E-2,-4.287543967E-3,7.842870355E-3,6.066555832E-2
3.896802979E1,-7.508844506E-2,-1.783883169E-2,-1.994719148E-2,7.971442119E-2
3.897804179E1,-7.894077346E-2,-2.666534990E-2,-1.594009459E-2,8.483379760E-2
3.898805379E1,-3.817866370E-3,-1.693697177E-2,1.387895107E-2,2.222751446E-2
3.899806679E1,1.769411311E-2,2.992751151E-3,-1.644587874E-2,2.434142818E-2
3.900807879E1,4.810599335E-2,3.120987900E-2,-7.646053076E-2,9.557434753E-2
3.901809079E1,4.905810278E-2,4.308703579E-2,-1.392374074E-1,1.537863639E-1
3.902810279E1,4.911723275E-2,1.792646684E-2,-1.767812097E-1,1.843514493E-1
3.903811579E1,8.541831896E-3,3.969309255E-3,-2.143951786E-1,2.146019825E-1
3.904812779E1,2.729662992E-3,4.473119974E-3,-2.235957724E-1,2.236571691E-1
3.905813979E1,2.113074102E-3,7.693327814E-3,-2.199231362E-1,2.200678037E-1
3.906815279E1,-1.606358048E-2,-1.489731677E-2,-2.244249076E-1,2.254917023E-1
3.907816479E1,-3.134988327E-2,-1.917711318E-2,-2.200430042E-1,2.230907899E-1
3.908817679E1,-2.711646259E-5,-1.864340857E-2,-2.064833111E-1,2.073232625E-1
3.909818879E1,3.548967540E-3,-1.711260751E-2,-1.540291089E-1,1.550174277E-1
3.910820179E1,1.295286175E-2,6.009987518E-3,-1.033062673E-1,1.042884530E-1
3.911821379E1,1.532306716E-2,7.067968100E-3,-5.205542207E-2,5.472220323E-2
3.912822579E1,4.193242997E-2,1.963692360E-2,-1.131377757E-2,4.766486142E-2
3.913823879E1,5.250481714E-2,3.493280120E-2,2.945651829E-2,6.960418732E-2
3.914825079E1,-8.668460660E-3,3.024596550E-2,4.711569428E-2,5.665553183E-2
3.915826279E1,-8.903270222E-2,-1.010143049E-2,4.631813407E-2,1.008673907E-1
3.916827579E1,-7.026007019E-2,-2.733756043E-2,6.818555117E-2,1.016518030E-1
3.917828779E1,-5.430915825E-2,-3.943552271E-2,4.872075498E-2,8.293586128E-2
3.918829979E1,8.580971695E-3,-1.196654610E-2,2.443317533E-2,2.852737908E-2
3.919831146E1,4.087159887E-2,-1.781156905E-2,-1.337375164E-2,4.654671652E-2
3.920832446E1,4.737677246E-2,-5.094642453E-2,-1.193826020E-2,7.058766746E-2
3.921833646E1,1.714096650E-2,-9.325731553E-2,-2.211533904E-2,9.736440753E-2
3.922834846E1,-4.981089525E-2,-8.722079627E-2,-1.122168392E-1,1.506028273E-1
3.923836146E1,-1.000783119E-1,-2.518929340E-2,-2.637567884E-1,2.832274923E-1
3.924837346E1,-1.364106441E-1,3.559967615E-2,-3.890678823E-1,4.138224472E-1
3.925838546E1,-1.087734870E-1,4.086560547E-2,-3.776658118E-1,3.951368555E-1
3.926839746E1,-7.863818005E-2,7.842285633E-3,-2.453135008E-1,2.577288856E-1
3.927841046E1,-2.604700685E-2,-4.521059833E-2,-4.773959219E-2,7.072137888E-2
3.928842246E1,-3.906670958E-4,-7.408224888E-2,1.173846084E-1,1.388073431E-1
3.929843446E1,1.421414271E-2,-8.319060288E-2,1.908975577E-1,2.087213353E-1
3.930844746E1,1.525399692E-2,-4.355283961E-2,1.333475071E-1,1.411066686E-1
3.931845946E1,2.869970586E-2,-1.209774300E-2,1.803281307E-3,3.119744101E-2
3.932847146E1,-2.736606561E-2,8.236534148E-3,-1.061667252E-1,1.099459666E-1
3.933848446E1,-5.722786903E-2,2.243598573E-2,-1.061462599E-1,1.226598180E-1
3.934849646E1,-5.192660060E-2,-3.216991872E-3,-1.387012178E-1,1.481376006E-1
3.935850846E1,-5.922732443E-2,-2.987722546E-2,-1.732740498E-1,1.855381925E-1
3.936852046E1,2.190487582E-2,-9.026858434E-3,-2.155546814E-1,2.168527806E-1
3.937853346E1,3.416645050E-2,-1.196135670E-2,-2.643485266E-1,2.668155991E-1
3.938854546E1,4.623239927E-2,5.302547514E-3,-2.534434694E-1,2.576803134E-1
3.939855746E1,4.610160436E-2,-2.421697453E-3,-1.640658545E-1,1.704371649E-1
3.940857046E1,3.154814042E-2,-4.049335711E-2,-1.666456461E-2,5.396948070E-2
3.941858246E1,4.135264199E-2,-7.144106157E-2,1.122934377E-1,1.393688718E-1
3.942859446E1,1.970877126E-2,-7.289570265E-2,1.510832816E-1,1.689034550E-1
3.943860646E1,-1.329247534E-2,-3.096312650E-2,1.105573994E-1,1.155783010E-1
3.944861946E1,-3.099941578E-2,1.363526836E-2,-3.932252526E-3,3.409320947E-2
3.945863146E1,-3.379442140E-2,3.875870749E-2,-1.382778794E-1,1.475299029E-1
3.946864346E1,-2.322495785E-2,5.107930250E-2,-2.138800389E-1,2.211179885E-1
3.947865646E1,-4.438036680E-3,4.094732031E-2,-2.214165151E-1,2.252146806E-1
3.948866846E1,3.502833009E-2,3.434340186E-2,-1.644201958E-1,1.715822076E-1
3.949868046E1,5.593983706E-2,1.670849182E-2,-1.095814991E-1,1.241633763E-1
3.950869346E1,5.003564760E-2,1.125808284E-2,-8.387129188E-2,9.830922673E-2
3.951870546E1,4.415937860E-2,7.905289382E-3,-7.330186486E-2,8.594014027E-2
3.952871746E1,3.339505658E-2,2.046898238E-2,-9.198664248E-2,9.997875493E-2
3.953872946E1,3.700523715E-2,3.300278150E-2,-9.410625815E-2,1.063699158E-1
3.954874246E1,4.298112810E-2,3.265421435E-2,-9.339816034E-2,1.078744244E-1
3.955875446E1,3.214620095E-2,6.629302673E-2,-7.648275018E-2,1.061967735E-1
3.956876646E1,8.259557560E-4,6.257865608E-2,-2.513191760E-2,6.744170580E-2
3.957877946E1,-1.955846127E-2,3.500106744E-2,3.312389195E-2,5.200769508E-2
3.958879146E1,-5.039802879E-2,-1.462900266E-3,3.460382223E-3,5.053786331E-2
3.959880346E1,-7.980930425E-2,-3.289818943E-2,7.323637605E-3,8.663400938E-2
3.960881546E1,-6.527707301E-2,-4.995736800E-2,2.236559987E-3,8.223039024E-2
3.961882846E1,-6.051619694E-2,-5.443187669E-2,-7.976186872E-3,8.178422127E-2
3.962884046E1,-3.917963393E-2,-6.812598266E-2,-4.484054267E-2,9.048131020E-2
3.963885246E1,-2.143761020E-2,-6.319480643E-2,-1.172390127E-1,1.349004848E-1
3.964886546E1,-6.041653845E-2,-5.148137167E-2,-1.595336777E-1,1.781894612E-1
3.965887746E1,-7.446023483E-2,-1.886538349E-2,-1.803275460E-1,1.960057476E-1
3.966888946E1,-6.092444222E-2,-5.849773809E-3,-1.461967635E-1,1.584913284E-1
3.967890146E1,-3.905209154E-4,-7.808079422E-3,-1.312758386E-1,1.315084196E-1
3.968891446E1,2.666418046E-2,7.660437226E-3,-1.680372834E-1,1.703120355E-1
3.969892646E1,5.284720816E-2,4.967363186E-2,-1.902935404E-1,2.036465777E-1
3.970893846E1,8.433387972E-2,7.540240400E-2,-1.681279153E-1,2.026443231E-1
3.971895146E1,6.414899893E-2,6.555101506E-2,-1.257338476E-1,1.556310704E-1
3.972896346E1,2.769873563E-2,3.414028421E-2,-8.022555292E-2,9.148179219E-2
3.973897546E1,3.368939079E-2,2.822750665E-2,-3.885065496E-2,5.866123571E-2
3.974898746E1,1.687276203E-2,3.105361216E-2,-1.720835567E-3,3.538330400E-2
3.975900046E1,1.077572409E-2,5.694091693E-3,1.921102703E-2,2.275087843E-2
3.976901246E1,-4.270367771E-3,-8.376063332E-3,-1.590501130E-2,1.847603481E-2
3.977902446E1,-1.283661179E-2,-1.780784145E-2,-9.318824530E-2,9.573895174E-2
3.978903746E1,-2.490486290E-2,-1.155687556E-2,-1.421867430E-1,1.448132710E-1
3.979904946E1,1.821955852E-3,-2.591990300E-2,-1.989023960E-1,2.005924326E-1
3.980906146E1,3.705340359E-2,-2.443259060E-3,-2.185706753E-1,2.217026484E-1
3.981907446E1,2.897083394E-2,2.144956045E-2,-2.016119957E-1,2.048091543E-1
3.982908646E1,-8.521001190E-3,5.275745340E-2,-2.144840562E-1,2.210415498E-1
3.983909846E1,-1.267256085E-2,-2.965123057E-3,-2.094566202E-1,2.098605763E-1
3.984911046E1,-2.506262809E-4,-5.977250420E-2,-1.685307884E-1,1.788167825E-1
3.985912346E1,3.511969283E-2,-7.303954415E-2,-1.016965288E-1,1.300398085E-1
3.986913546E1,4.294476572E-2,-6.720891997E-2,-2.027989805E-2,8.229560190E-2
3.987914746E1,4.184742607E-3,-1.966206662E-2,-4.525744915E-4,2.010755476E-2
3.988916046E1,-2.985193625E-2,4.090733998E-2,-4.968028307E-2,7.094137782E-2
3.989917246E1,-6.360476933E-2,7.218022272E-2,-1.307519281E-1,1.623318143E-1
3.990918446E1,-1.014430520E-1,8.527433127E-2,-1.999975795E-1,2.399196452E-1
3.991919646E1,-6.890336998E-2,5.941392370E-2,-1.342438853E-1,1.621700017E-1
3.992920946E1,-2.802694716E-2,1.032610975E-2,-3.875125229E-2,4.892645362E-2
3.993922146E1,1.158698872E-2,-2.401173726E-2,1.493168378E-1,1.516784094E-1
3.994923346E1,6.716828182E-2,-1.581774160E-2,2.365935481E-1,2.464513867E-1
3.995924646E1,3.749592818E-2,-1.885800138E-2,1.707451290E-1,1.758279498E-1
3.996925846E1,2.490058713E-2,-2.184665948E-3,9.003250301E-2,9.343802011E-2
3.997927046E1,3.604918085E-3,-2.719832361E-3,-4.893534780E-3,6.658799074E-3
3.998928246E1,3.310408451E-2,2.146030471E-2,-7.781650007E-2,8.724581808E-2
3.999929546E1,3.656183548E-2,4.354940437E-2,-8.918173313E-2,1.057671970E-1
4.000930746E1,1.165923838E-1,8.066394791E-2,-7.923328042E-2,1.624141902E-1
4.001931946E1,1.580440995E-1,8.315288834E-2,-1.670508581E-1,2.445369695E-1
4.002933246E1,1.228303396E-1,7.374471836E-2,-2.301440692E-1,2.710938369E-1
4.003934446E1,1.181171549E-1,8.349823952E-2,-2.185238975E-1,2.620616570E-1
4.004935646E1,9.449433055E-2,5.319738328E-2,-1.459225291E-1,1.818035330E-1
4.005936946E1,8.786073748E-2,2.544145457E-2,-5.237058699E-2,1.054014003E-1
4.006938146E1,8.398871128E-2,1.809713244E-4,-9.022253752E-4,8.399375205E-2
4.007939346E1,6.706887916E-2,-9.431558847E-3,-2.397358418E-4,6.772921325E-2
4.008940546E1,2.513754554E-2,2.414388433E-3,-1.814391017E-2,3.109544892E-2
4.009941846E1,3.140196003E-2,9.473585710E-3,-7.867428660E-3,3.373022908E-2
4.010943046E1,-1.634223685E-3,2.634324141E-2,-6.387498379E-3,2.715579479E-2
4.011944246E1,-4.170811616E-2,3.071995541E-2,-5.106198013E-2,7.273656872E-2
4.012945546E1,-6.756764665E-2,4.250633419E-3,-9.001145303E-2,1.126299979E-1
4.013946746E1,-8.305282786E-2,2.139788568E-3,-1.487221760E-1,1.703544438E-1
4.014947946E1,-6.239030264E-2,-6.854033098E-3,-1.538811743E-1,1.661894806E-1
4.015949146E1,-4.261889309E-4,-1.010347702E-2,-1.406746531E-1,1.410376542E-1
4.016950446E1,1.713460766E-2,-1.770997368E-2,-1.213735789E-1,1.238498430E-1
4.017951646E1,-6.978067160E-3,-6.565107554E-3,-1.663158631E-1,1.665915976E-1
4.018952846E1,-6.516283303E-3,3.786072135E-4,-2.217807966E-1,2.218768286E-1
4.019954154E1,-1.639464252E-2,-8.557911739E-3,-2.799050438E-1,2.805153396E-1
4.020955354E1,-1.401793208E-2,-1.655054390E-3,-2.414251024E-1,2.418373868E-1
4.021956554E1,1.617712609E-2,1.090286449E-2,-1.367850852E-1,1.381692129E-1
4.022957754E1,5.307203360E-2,1.439584494E-2,-3.596914709E-2,6.570890841E-2
4.023959054E1,2.919682883E-2,9.893488884E-4,4.115679681E-2,5.047093766E-2
4.024960254E1,-3.204727337E-2,-6.516941115E-3,3.619426489E-2,4.878035529E-2
4.025961454E1,-8.676968358E-2,-2.217373811E-2,5.566549301E-3,8.973092623E-2
4.026962754E1,-9.656406216E-2,-1.178352825E-2,-3.249297738E-2,1.025634595E-1
4.027963954E1,-4.790810164E-2,9.331571460E-3,-4.199470282E-2,6.438803843E-2
4.028965154E1,1.299770258E-2,4.211413220E-2,-3.855887890E-2,5.856046059E-2
4.029966454E1,3.239024911E-2,6.822501987E-2,-6.696757615E-2,1.009377919E-1
4.030967654E1,1.415563401E-2,6.508440726E-2,-6.999234080E-2,9.661930352E-2
4.031968854E1,1.771048531E-3,5.334875308E-2,-5.924632788E-2,7.974555433E-2
4.032970054E1,-1.854700260E-3,-3.242281079E-3,-4.111469686E-2,4.128402351E-2
4.033971354E1,3.060725033E-3,-1.578894407E-3,-1.438181162E-2,1.478842286E-2
4.034972554E1,-1.075679373E-2,1.215022177E-2,-8.032904863E-3,1.810701689E-2
4.035973754E1,2.932524830E-3,2.088990882E-2,-1.010457337E-2,2.338996356E-2
4.036975054E1,4.289268896E-2,3.282078691E-2,-4.466629565E-2,7.008612406E-2
4.037976254E1,5.332689911E-2,4.437992826E-2,-1.010626906E-1,1.225846794E-1
4.038977454E1,7.944173366E-3,4.992155381E-2,-1.317260742E-1,1.410922750E-1
4.039978654E1,-2.844195329E-2,5.714315750E-2,-1.418470198E-1,1.555469774E-1
4.040979954E1,-3.277225502E-2,3.155274510E-2,-1.309179890E-1,1.385969562E-1
4.041981154E1,-2.834043100E-2,7.498176992E-3,-1.347543472E-1,1.379062608E-1
4.042982354E1,-5.543489344E-3,5.666609779E-3,-1.621532303E-1,1.623468843E-1
4.043983654E1,-1.309030786E-2,2.965802796E-2,-1.716081780E-1,1.746434125E-1
4.044984854E1,-2.384728432E-2,3.219520792E-2,-1.339357370E-1,1.397998785E-1
4.045986054E1,-7.072207332E-3,5.469997153E-3,-1.213513595E-1,1.216802755E-1
4.046987254E1,-8.022964597E-3,6.409059986E-3,-1.146463573E-1,1.151053051E-1
4.047988554E1,-2.921945024E-2,-8.165855929E-3,-1.147720724E-1,1.187143045E-1
4.048989754E1,-4.968803063E-2,-1.181005999E-2,-1.239948857E-1,1.341011170E-1
4.049990954E1,-3.109636992E-2,-3.969367728E-2,-9.946172297E-2,1.115132574E-1
4.050992254E1,-1.238966525E-2,-7.230484150E-2,-2.584293902E-2,7.777757650E-2
4.051993454E1,-2.140000530E-2,-5.870758004E-2,1.876488447E-2,6.524309213E-2
4.052994654E1,-2.093559019E-2,-3.975653484E-2,2.701647520E-2,5.242872239E-2
4.053995854E1,-2.410503689E-2,6.630230919E-3,-5.516497135E-2,6.056555812E-2
4.054997154E1,-6.694477201E-2,3.059592135E-2,-1.745002109E-1,1.893885860E-1
4.055998354E1,-1.005081188E-1,5.570401154E-2,-2.566050589E-1,2.811600525E-1
4.056999554E1,-6.956483625E-2,6.071259029E-2,-2.728837073E-1,2.880812433E-1
4.058000854E1,2.515399083E-4,4.850652762E-2,-1.330721033E-1,1.416373226E-1
4.059002054E1,7.442485917E-2,1.053185865E-2,-7.161669731E-3,7.550674952E-2
4.060003254E1,7.405769058E-2,-3.372673988E-3,6.301193476E-2,9.729553117E-2
4.061004554E1,3.269521795E-2,3.108306751E-3,1.072671711E-1,1.121823732E-1
4.062005754E1,-7.871850617E-3,-1.461898930E-2,7.635586560E-2,7.814025270E-2
4.063006954E1,-4.737110797E-2,-2.595695972E-2,1.912565768E-2,5.730249916E-2
4.064008154E1,-4.099592529E-3,-1.295728371E-2,-3.830627918E-2,4.064565026E-2
4.065009454E1,3.358673561E-2,2.248407908E-2,-7.205056071E-2,8.261286776E-2
4.066010654E1,4.874852926E-2,5.574136063E-2,-9.766428888E-2,1.225635823E-1
4.067011854E1,2.081437010E-2,3.917751431E-2,-1.236089694E-1,1.313289494E-1
4.068013154E1,-2.055826206E-2,3.135423213E-3,-1.480415601E-1,1.494950719E-1
4.069014354E1,-5.291752093E-2,-4.565367110E-2,-1.184102100E-1,1.374972710E-1
4.070015554E1,-5.590025872E-2,-6.078801937E-2,-8.261472523E-2,1.168127350E-1
4.071016754E1,-1.665330872E-2,-5.602297716E-2,-3.299876153E-2,6.711799255E-2
4.072018054E1,1.730410382E-2,-2.385473952E-2,2.952317655E-2,4.171448861E-2
4.073019254E1,2.280633375E-3,9.146653265E-3,1.633302748E-2,1.885816378E-2
4.074020454E1,-1.098859929E-2,7.248500884E-3,2.382214129E-2,2.721735650E-2
4.075021754E1,4.280892760E-3,-7.081416696E-3,2.196857393E-2,2.347532206E-2
4.076022954E1,-2.390780300E-3,-1.694859311E-2,-1.902976334E-2,2.559497083E-2
4.077024154E1,-2.874940719E-2,-1.186034605E-3,-5.734481335E-2,6.415888645E-2
4.078025354E1,-4.273671448E-2,5.514509082E-3,-9.977045596E-2,1.086783348E-1
4.079026654E1,-5.246969730E-2,4.556808248E-3,-1.272763431E-1,1.377428806E-1
4.080027854E1,-6.961479340E-2,-1.901733801E-2,-1.467686212E-1,1.635509302E-1
4.081029054E1,-5.185913835E-2,-4.000036374E-2,-1.440859187E-1,1.582723958E-1
4.082030354E1,-7.757172100E-3,-4.023688361E-2,-1.350443691E-1,1.411246334E-1
4.083031554E1,2.496095963E-2,-2.290822148E-2,-1.422861457E-1,1.462640878E-1
4.084032754E1,3.735201359E-2,-9.835016727E-3,-1.070818144E-1,1.138350361E-1
4.085033954E1,2.193254046E-2,-8.101682737E-3,-6.722309947E-2,7.117315995E-2
4.086035254E1,-1.287856556E-2,-3.099302039E-2,-4.285307407E-2,5.443170695E-2
4.087036454E1,-4.644746717E-2,-4.667693384E-2,-3.158373535E-2,7.303174445E-2
4.088037654E1,-5.774560343E-2,-6.365015835E-2,-4.188594460E-2,9.560507167E-2
4.089038954E1,-4.987075612E-2,-5.753192425E-2,-4.952942491E-2,9.083049353E-2
4.090040154E1,-2.492752086E-2,-5.244820878E-2,-5.673144042E-2,8.118283213E-2
4.091041354E1,-2.055932187E-2,-4.697799236E-2,-9.323268414E-2,1.064046563E-1
4.092042554E1,-6.605014801E-3,-4.178617649E-2,-1.067888689E-1,1.148632809E-1
4.093043854E1,-1.757610898E-2,-4.439440012E-2,-1.181003076E-1,1.273870677E-1
4.094045054E1,-1.099470232E-2,-4.603469029E-2,-1.108901060E-1,1.205682039E-1
4.095046254E1,-5.686746128E-3,-3.195766479E-2,-1.000101918E-1,1.051459456E-1
4.096047554E1,-7.606569752E-3,-1.795935743E-2,-8.095762432E-2,8.327385759E-2
